"id";"fase";"titulo";"acao";"criterio_aceite";"responsavel";"prioridade";"status";"evidencia";"dependencias";"status_anterior";"natureza";"constatacao";"proxima_acao";"referencias_auditoria";"dependencias_diretas_abertas"
"184";"19";"Testar integração em staging";"Cobrir erro, sucesso, idempotência e rastreabilidade com CRM.";"Protocolo corresponde a registro persistido e oportunidades não se duplicam.";"QA + produto + comercial";"P0";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"120, 140";"pending";"validacao";"Não existe teste integrado em staging com persistência e CRM.";"Validar sucesso, falha, concorrência, reinício e reconciliação.";"docs/ARQUITETURA_E_INTEGRACAO.md";"120, 140"
"185";"19";"Testar navegadores e dispositivos";"Verificar Chromium, Safari/WebKit e Firefox em larguras acordadas.";"Matriz registra versões, tarefas cobertas e falhas corrigidas.";"QA + produto + comercial";"P0";"partial";"playwright.config.ts";"181";"pending";"validacao";"A matriz local e o CI remoto aprovaram 28 jornadas por Chromium, Firefox e WebKit, com correções de foco e isolamento da prévia. Aparelhos físicos e Safari instalado ainda não foram exercitados.";"Testar Safari, teclado virtual e navegação em aparelhos reais.";"playwright.config.ts, docs/VALIDACAO.md, .github/workflows/quality.yml, docs/audit/2026-09-22-browser-matrix.md";""
"186";"19";"Testar jornadas com rede limitada";"Simular lentidão, offline e falha de imagem ou API.";"Feedback mantém contexto e oferece recuperação sem sucesso fictício.";"QA + produto + comercial";"P0";"partial";"tests/public-api.spec.ts";"168";"pending";"validacao";"A jornada E2E cobre API 503, offline, resposta atrasada e mídia 403 com contexto preservado; ainda falta perfil de rede limitada em navegadores e dispositivos representativos.";"Executar cenários de lentidão em navegadores e dispositivos representativos.";"tests/public-api.spec.ts, tests/storefront.spec.ts";""
"187";"19";"Executar revisão comercial";"Validar nomes, técnicas, quantidades, preços e textos institucionais.";"Responsáveis aprovam todas as peças publicadas e as promessas exibidas.";"QA + produto + comercial";"P0";"pending";"README.md";"50, 95, 96, 97, 98";"pending";"negocio";"Não há aceite comercial por peça e por promessa pública.";"Homologar dados, técnicas, condições e textos com responsáveis.";"README.md";"50, 95, 96, 97, 98"
"188";"19";"Executar piloto de compradores";"Convidar grupo autorizado para tarefas representativas.";"Problemas críticos de compreensão e conclusão são resolvidos.";"QA + produto + comercial";"P0";"pending";"docs/ESTRATEGIA_E_PESQUISA.md";"80, 100, 120";"pending";"validacao";"Não houve piloto com compradores.";"Conduzir tarefas representativas após sanar bloqueadores.";"docs/ESTRATEGIA_E_PESQUISA.md";"80, 100, 120"
"189";"19";"Revisar evidências de lançamento";"Consolidar testes, acessibilidade, observabilidade e rollback.";"Checklist tem evidência por gate e responsáveis para pendências aceitas.";"QA + produto + comercial";"P0";"partial";"docs/REVISAO_EXAUSTIVA_PLANO.md";"150, 166, 170, 180, 181, 182, 183, 184, 185, 186, 187, 188";"pending";"validacao";"Esta revisão organiza evidências e gaps; ainda faltam testes e operação para fechar gates.";"Completar evidências de segurança, desempenho, acesso, CRM e rollback.";"docs/REVISAO_EXAUSTIVA_PLANO.md, docs/VALIDACAO.md";"150, 166, 170, 180, 184, 185, 186, 187, 188"
"190";"19";"Decidir prontidão comercial";"Revisar critérios P0 com os responsáveis de negócio e tecnologia.";"Registro explicita liberar, adiar ou reduzir escopo, com razões verificáveis.";"QA + produto + comercial";"P0";"pending";"src/lib/plan.json";"189";"pending";"negocio";"Não existe decisão formal de prontidão por negócio e tecnologia.";"Registrar liberar, adiar ou reduzir escopo após revisão dos P0.";"src/lib/plan.json";"189"
"191";"20";"Preparar domínio e ambientes";"Configurar preview, staging e produção com variáveis distintas.";"Domínio, certificados e configuração são verificados sem expor staging ao índice.";"PO + operações + crescimento";"P0/P1";"partial";"docs/SUPABASE_SITE_DATABASE.md";"190";"pending";"tecnica";"Há .env local e banco dedicado; domínios e ambientes preview/staging/produção não estão configurados.";"Configurar ambientes e certificados com segregação de variáveis.";"docs/SUPABASE_SITE_DATABASE.md, README.md";"190"
"192";"20";"Preparar publicação reversível";"Criar release identificável com artefato e versão anterior disponível.";"Rollback é exercitado em staging e procedimento tem responsável.";"PO + operações + crescimento";"P0/P1";"partial";"README.md";"191";"pending";"tecnica";"Código está versionado no GitHub; não há release de aplicação nem rollback exercitado.";"Criar artefato implantável e ensaiar rollback em staging.";"README.md";"191"
"193";"20";"Preparar operação comercial";"Treinar atendimento, validar horários e definir expectativas de resposta.";"Equipe encontra, assume e responde uma solicitação de teste.";"PO + operações + crescimento";"P0/P1";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"140";"pending";"negocio";"Não há treinamento ou exercício de atendimento de solicitação teste.";"Preparar equipe, horários e expectativa de resposta.";"docs/ARQUITETURA_E_INTEGRACAO.md";"140"
"194";"20";"Publicar versão comercial";"Implantar somente a versão que passou pelos gates de prontidão.";"Smoke de produção confirma catálogo, briefing, CRM e privacidade.";"PO + operações + crescimento";"P0/P1";"pending";"README.md";"190, 192, 193";"pending";"tecnica";"Repositório e schema publicados não equivalem a site comercial implantado; não há smoke de produção.";"Implantar release aprovado e validar catálogo, briefing, CRM e privacidade.";"README.md, docs/SUPABASE_SITE_DATABASE.md";"190, 192, 193"
"195";"20";"Monitorar primeiras 48 horas";"Acompanhar erros, mídia, velocidade e solicitações recebidas.";"Incidentes têm responsável e reconciliação confirma ausência de leads perdidos.";"PO + operações + crescimento";"P0/P1";"pending";"src/lib/plan.json";"194";"pending";"validacao";"Não ocorreu lançamento comercial nem monitoramento das primeiras 48 horas.";"Monitorar e reconciliar solicitações após publicação.";"src/lib/plan.json";"194"
"196";"20";"Revisar funil inicial";"Comparar visita, seleção, início de briefing, envio e qualificação.";"Baseline real substitui hipóteses sem atribuir causalidade prematura ao design.";"PO + operações + crescimento";"P0/P1";"pending";"docs/ESTRATEGIA_E_PESQUISA.md";"195";"pending";"negocio";"Não existe baseline do funil real.";"Medir eventos e qualificação após operação iniciada.";"docs/ESTRATEGIA_E_PESQUISA.md";"195"
"197";"20";"Executar primeira melhoria validada";"Priorizar o principal atrito encontrado em pesquisa e dados.";"Resultado é medido com método compatível com volume e sem promessa de uplift.";"PO + operações + crescimento";"P0/P1";"pending";"docs/ESTRATEGIA_E_PESQUISA.md";"196";"pending";"validacao";"Não houve experimento de melhoria com resultado medido no funil.";"Priorizar atrito observado e medir intervenção adequada ao volume.";"docs/ESTRATEGIA_E_PESQUISA.md";"196"
"198";"20";"Expandir curadoria com qualidade";"Adicionar produtos e ocasiões somente com dados e mídia aprovados.";"Expansão mantém SLA, atributos confiáveis e identidade fotográfica.";"PO + operações + crescimento";"P0/P1";"pending";"src/lib/products.json";"50, 196";"pending";"misto";"Catálogo permanece com oito peças, sem expansão homologada.";"Aprovar novos produtos e mídia e testar escala antes de expandir.";"src/lib/products.json, docs/audit/plan-database-check.json";"50, 196"
"199";"20";"Estabelecer revisão trimestral";"Revisar catálogo, conteúdo, segurança, acessibilidade e integração.";"Calendário tem donos, indicadores e procedimento para corrigir drift.";"PO + operações + crescimento";"P0/P1";"pending";"src/lib/plan.json";"195";"pending";"negocio";"Não há calendário trimestral com donos e indicadores.";"Estabelecer revisão e processo de correção de drift.";"src/lib/plan.json";"195"
"200";"20";"Encerrar ciclo e abrir próxima versão";"Consolidar resultados, aprendizados, riscos e backlog priorizado.";"Relatório vincula metas, evidências, entregas concluídas e decisões da evolução.";"PO + operações + crescimento";"P0/P1";"pending";"src/lib/plan.json";"197, 198, 199";"pending";"negocio";"Relatório de revisão não encerra ciclo comercial; metas e resultados de operação faltam.";"Consolidar aprendizados após os marcos 197–199.";"src/lib/plan.json";"197, 198, 199"
